nct_number,min_age,max_age,gender,bmi_min,bmi_max,hba1c_min,hba1c_max,pregnant_allowed
NCT05439473,18.0,85.0,All,,,,,False
NCT03064906,18.0,65.0,All,,,,,False
NCT04869098,35.0,65.0,Female,,,,,False
NCT00221715,18.0,,All,,,,,True
NCT00441844,20.0,,All,,,,,False
NCT03985384,40.0,,All,,,,,False
NCT06803836,18.0,65.0,All,,,7.0,7.0,False
NCT02212665,18.0,,All,,25.0,,,False
NCT03903965,50.0,80.0,All,,,,,True
NCT01788033,18.0,55.0,All,,,,7.5,False
NCT00916513,40.0,,All,,,,,True
NCT01032629,30.0,,All,,,,,True
NCT01604213,21.0,,All,,,,,False
NCT07019753,18.0,,All,,,,,True
NCT06506175,18.0,55.0,Male,,,,,True
NCT06182891,18.0,80.0,All,,,,,True
NCT01588795,18.0,75.0,All,,,,,False
NCT06435676,18.0,55.0,Male,,35.0,,,True
NCT01474161,18.0,60.0,All,28.0,,,,True
NCT02794506,38.0,63.0,All,,,,,False
NCT06588894,18.0,65.0,All,,,,,True
NCT01136512,20.0,80.0,All,,,,,True
NCT03369626,18.0,,All,,,,,True
NCT01109797,16.0,29.0,All,,,,,False
NCT04907760,18.0,75.0,All,,,,,True
NCT03047447,18.0,,All,,,,,True
NCT01526941,18.0,,All,,,,,True
NCT04012983,35.0,60.0,All,,,,,True
NCT03329651,18.0,70.0,All,25.0,,55.0,,False
NCT02893891,20.0,60.0,All,,,,,True
NCT03316690,18.0,70.0,All,25.0,,55.0,,False
NCT01676233,20.0,,All,,,,6.5,True
NCT03805802,30.0,70.0,All,,,7.0,,False
NCT00513630,,80.0,All,,,,,True
NCT00911482,35.0,60.0,All,,,,,True
NCT04040595,18.0,75.0,All,,,,,False
NCT07165223,18.0,,All,,,,,False
NCT06892002,,,All,,,,,True
NCT06740708,40.0,75.0,All,,,6.5,,False
NCT03348280,25.0,80.0,All,,,,,False
NCT02159417,18.0,,Male,,,,,True
NCT00922376,18.0,,All,,,7.5,,True
NCT05788341,2.0,45.0,All,,,,,True
NCT00816010,45.0,,All,,,,,True
NCT01679899,40.0,75.0,Female,,,6.5,,False
NCT00989898,6.0,18.0,All,,,,,True
NCT07269197,18.0,,All,,,,,False
NCT03762096,18.0,,All,,,,,False
NCT03178591,18.0,,All,,,6.5,,False
NCT04660305,18.0,64.0,Male,,,,,True
NCT02199769,18.0,100.0,All,,,,,False
NCT03693560,25.0,,All,,,,,False
NCT06900946,18.0,70.0,All,,,,,False
NCT05147116,18.0,,All,,,,,True
NCT00509236,30.0,,All,,,7.0,,True
NCT05043467,,,All,,,,,True
NCT04453605,30.0,85.0,All,,,6.5,,True
NCT03693521,,,All,,,,,True
NCT04889053,18.0,,All,,,,,False
NCT01495052,50.0,65.0,All,,,,,False
NCT03708419,40.0,75.0,All,,,,,False
NCT01452451,18.0,65.0,All,,,,,False
NCT04032561,18.0,65.0,All,,,,,False
NCT00817622,30.0,55.0,All,,,,,True
NCT04602650,50.0,70.0,All,,,,,False
NCT07135076,18.0,,All,,,,,True
NCT01498185,18.0,65.0,All,,,,,True
NCT05507892,18.0,80.0,All,,,,,False
NCT03630458,18.0,50.0,All,,25.0,,,False
NCT03630445,18.0,50.0,All,18.5,25.0,,,False
NCT03630263,18.0,50.0,All,18.5,25.0,,,False
NCT03307486,,,Female,,,,,False
NCT02485327,18.0,65.0,All,,,,,False
NCT05218395,18.0,75.0,All,,,7.0,,False
NCT00814294,18.0,70.0,All,,45.0,7.5,,False
NCT07216508,18.0,,All,,,,,True
NCT06767735,18.0,,All,,,,,False
NCT03002155,18.0,,All,,,,,True
NCT01283425,18.0,65.0,All,,,,,False
NCT00057304,35.0,75.0,All,,,,,False
NCT06706791,40.0,70.0,All,,,6.5,,False
NCT01845870,18.0,80.0,All,,,,,False
NCT03893526,30.0,70.0,Male,,,,,True
NCT02006836,18.0,70.0,All,40.0,,8.0,8.0,False
NCT02159638,18.0,,All,,,,,False
NCT03467659,18.0,50.0,All,,25.0,,,False
NCT04141241,19.0,,All,,,,11.0,False
NCT03217591,25.0,75.0,All,,,,,False
NCT01901055,18.0,,All,,,,,False
NCT01801150,18.0,75.0,All,25.0,,7.5,,True
NCT00995930,18.0,74.0,All,,,,,True
NCT06604871,2.0,6.0,All,,,,,True
NCT04498819,18.0,,All,,,,,False
NCT01170208,21.0,70.0,All,,,,,False
NCT02846831,18.0,,All,,,,12.0,False
NCT01399346,18.0,60.0,All,,,,10.0,False
NCT06729242,18.0,45.0,Female,,,,,True
NCT00074633,30.0,45.0,Female,,,,,False
NCT04123587,19.0,,All,,,,,True
NCT00348374,18.0,80.0,All,,,,,True
NCT03193125,20.0,40.0,All,,,,,False
NCT03868813,18.0,80.0,All,,,,,True
NCT03461510,12.0,18.0,All,85.0,85.0,,,False
NCT06033508,30.0,75.0,All,,,,,False
NCT00707616,35.0,80.0,All,,,,,True
NCT01145599,35.0,75.0,All,,,,,True
NCT03121755,18.0,85.0,All,,,,,False
NCT04054284,40.0,75.0,All,,,,,False
NCT04622371,35.0,60.0,All,30.0,,,,True
NCT02735044,6.0,17.0,All,,,,7.5,False
NCT01231178,20.0,55.0,All,,,,,False
NCT07227805,2.0,,All,,,,,False
NCT02473926,50.0,85.0,All,,,,,True
NCT01232608,18.0,80.0,All,,,,,True
NCT06860841,18.0,75.0,All,25.0,,,9.0,False
NCT01153438,18.0,,All,,,,,False
NCT01100125,18.0,90.0,All,,,7.0,,False
NCT05492448,50.0,85.0,All,,,6.5,,True
NCT01891474,60.0,85.0,All,,,,,True
NCT03895697,18.0,75.0,All,,,,10.0,True
NCT01729130,18.0,65.0,All,,,,,False
NCT03338855,40.0,70.0,All,,,,,True
NCT02628301,18.0,30.0,Male,,,,,True
NCT01099137,18.0,90.0,All,,,7.0,,False
NCT03018444,18.0,70.0,Male,,,,,True
NCT02726256,20.0,100.0,All,,,,,True
NCT01407276,18.0,75.0,All,,,,,False
NCT06914778,18.0,80.0,All,,,,,True
NCT04082351,,,All,,,,,True
NCT05734989,18.0,,All,,,,,True
NCT04416503,65.0,,All,,,,,True
NCT01006889,18.0,70.0,All,,,,,False
NCT03259321,20.0,,All,,,,,True
NCT00579150,18.0,,Female,,,,,False
NCT01966432,18.0,,All,,,,,False
NCT05844137,18.0,,All,,,,,True
NCT02451917,40.0,80.0,All,,,,,False
NCT04324229,,,Female,30.0,,,,False
NCT01524809,18.0,,All,,,,,True
NCT01757756,18.0,55.0,All,,,,,True
NCT03371355,18.0,70.0,All,,,,,True
NCT00685594,21.0,80.0,All,,,,,True
NCT02009527,,80.0,Male,,,,,True
NCT03404037,50.0,70.0,All,,,,,False
NCT00143247,18.0,65.0,All,,,,,False
NCT01467141,2.0,6.0,All,,,,,True
NCT04971317,12.0,12.0,All,,,,,True
NCT03408678,35.0,65.0,All,,,,,False
NCT07285330,18.0,,All,,,,,True
NCT02156037,18.0,,All,,,7.5,,False
NCT01842282,18.0,75.0,All,27.0,,6.4,,False
NCT06185296,18.0,,All,,,,,False
NCT03901248,35.0,,All,,,,,True
NCT00143104,18.0,55.0,All,,,,,True
NCT02185963,30.0,80.0,All,,,7.5,,False
NCT03702660,18.0,75.0,Male,27.0,,,75.0,True
NCT01302743,18.0,,All,,,9.5,,False
NCT07260201,18.0,65.0,All,,,,,True
NCT02027740,25.0,65.0,All,,,,,True
NCT00974272,35.0,70.0,All,,,7.5,,True
NCT06784310,6.0,64.0,All,,,,,False
NCT04536480,12.0,21.0,All,,,,9.0,True
NCT00797823,21.0,65.0,All,,,,,False
NCT01369277,18.0,55.0,All,,,,,False
NCT01730534,40.0,130.0,All,,,,,False
NCT01645995,20.0,49.0,All,18.5,30.0,,,True
NCT00770653,18.0,75.0,All,,,,,False
NCT04857346,30.0,60.0,All,,,,,False
NCT00998699,18.0,55.0,All,,,,7.0,False
NCT06115265,18.0,,All,27.0,,5.7,,False
NCT01755442,18.0,75.0,All,,,,,True
NCT03366181,18.0,75.0,All,,,,,False
NCT05530356,12.0,26.0,All,,,,,False
NCT00356421,18.0,,All,,,,,True
NCT05073068,50.0,75.0,All,25.0,,,,True
NCT00910767,18.0,65.0,All,,,,,True
NCT02265809,18.0,70.0,All,,,,,False
NCT06927271,18.0,65.0,All,,,,,False
NCT01827735,18.0,50.0,All,,,,,False
NCT03557541,65.0,,All,,,,,True
NCT05260021,10.0,18.0,All,,,6.5,,False
NCT04981808,18.0,,All,,,,,False
NCT01145534,30.0,80.0,All,,,,,False
NCT01407640,18.0,,All,,,,,False
NCT00461617,25.0,70.0,All,,,,,False
NCT02048189,18.0,,All,28.5,28.5,7.5,,False
NCT07176793,18.0,,All,,,,,False
NCT01302639,30.0,70.0,All,25.0,,,,False
NCT02079805,20.0,,All,,,,,False
NCT00542620,6.0,18.0,All,,,,,True
NCT02056366,20.0,80.0,All,,,11.0,,False
NCT00381186,40.0,70.0,All,,,,,True
NCT00701935,18.0,85.0,All,,,7.0,8.9,True
NCT06848244,18.0,25.0,Female,25.0,,,,False
NCT05409027,18.0,65.0,All,30.0,45.0,,,True
NCT02845791,12.0,14.0,All,95.0,,,,True
NCT00349362,40.0,,Male,,,,,True
NCT01552018,18.0,80.0,All,,,6.5,,False
NCT01074801,12.0,18.0,All,,,,12.0,False
NCT01544309,20.0,,All,,,,,False
NCT04869761,30.0,80.0,All,,,,,False
NCT00320502,30.0,75.0,All,,,,,True
NCT01394341,18.0,85.0,All,,,6.5,,False
NCT06450652,30.0,75.0,All,,,,,False
NCT01277432,25.0,75.0,All,,,,,True
NCT04406402,40.0,,All,,,,,True
NCT03818581,25.0,75.0,All,,,6.5,,False
NCT03938740,18.0,65.0,All,18.0,,6.5,,False
NCT02963662,14.0,65.0,All,28.0,,,,True
NCT04364685,45.0,75.0,All,,,7.0,10.0,True
NCT07059377,18.0,,All,,,7.0,,False
NCT00539396,18.0,80.0,All,,40.0,,,True
NCT02350478,40.0,80.0,All,,,9.0,6.0,False
NCT02216552,13.0,18.0,All,25.0,,,,False
NCT07129915,18.0,,All,,,,,False
NCT00555217,18.0,,All,,,10.5,,False
NCT04495972,18.0,65.0,All,25.0,,5.7,6.4,True
NCT06888687,18.0,,All,,,,,False
NCT05153070,16.0,45.0,All,,,,,False
NCT02219750,20.0,80.0,All,40.0,,7.0,,False
NCT02996539,18.0,80.0,All,,,,,True
NCT01121172,2.0,16.0,All,,,,,True
NCT05472441,18.0,,All,,,7.5,,True
NCT07254689,55.0,,All,,,,,True
NCT04025775,18.0,,All,,,,11.0,False
NCT01259206,49.0,69.0,All,,,,,True
NCT02371759,18.0,65.0,All,,,,,False
NCT01336777,39.0,65.0,All,,,,,False
NCT04068285,30.0,60.0,All,,,,,True
NCT05854875,18.0,60.0,All,,,,,False
NCT06115876,21.0,75.0,All,,,,,False
NCT00966407,18.0,35.0,All,,,,,False
NCT01430143,20.0,40.0,Male,,,,,True
NCT00939250,21.0,70.0,All,,,7.0,,False
NCT02739971,65.0,,All,,,,,True
NCT07122180,18.0,80.0,All,,,,,False
NCT02465515,40.0,,All,,,7.0,,False
NCT05936151,18.0,,All,,,,6.5,True
NCT06912555,18.0,,All,,,,,False
NCT05456347,18.0,80.0,All,27.5,40.0,,,False
NCT03676309,30.0,,All,,,,,False
NCT05081583,18.0,65.0,All,,,8.0,8.0,False
NCT00469287,30.0,70.0,Male,,,,,True
NCT02932475,18.0,45.0,Female,,,,,False
NCT05094401,18.0,75.0,All,,,,,False
NCT00231673,18.0,75.0,All,,,,,False
NCT00207389,21.0,64.0,All,,,,,True
NCT01802541,40.0,70.0,All,25.0,40.0,,,True
NCT01666028,18.0,,All,,,,10.0,False
NCT07043868,18.0,,All,,,,,True
NCT07014735,18.0,64.0,All,,,,,False
NCT01973400,20.0,,All,,,12.0,,False
NCT01884363,30.0,,All,,,,,False
NCT04074317,18.0,64.0,All,,,,10.0,False
NCT06619301,18.0,,Female,,,,,False
NCT00552227,35.0,,All,,,,,False
NCT00556465,30.0,75.0,All,,,,,False
NCT07098520,18.0,75.0,All,,,,,True
NCT00627484,18.0,75.0,All,30.0,,12.0,,False
NCT00467376,18.0,70.0,All,,,6.5,11.0,False
NCT06754878,18.0,,All,,,,,True
NCT05160272,25.0,75.0,All,,45.0,6.5,,False
NCT00818077,18.0,,All,30.0,30.0,,7.0,True
NCT00949221,2.0,18.0,All,,,7.5,,True
NCT03010956,18.0,70.0,All,,,,,True
NCT03437525,18.0,,All,,,,,True
NCT02329366,18.0,,All,,,5.9,,True
NCT01179555,21.0,,All,,,,,True
NCT06979440,18.0,65.0,All,,,,,False
NCT00472953,30.0,,All,,,,,True
NCT05216172,18.0,,All,,,,,False
NCT00418288,20.0,50.0,Male,,,,,True
NCT01497132,45.0,75.0,All,,32.0,,7.0,False
NCT00256256,20.0,50.0,Male,,,,,True
NCT06191328,18.0,70.0,All,18.5,,,,False
NCT03125772,18.0,,All,,,7.0,,True
NCT01326442,18.0,65.0,All,,,,,False
NCT05173675,21.0,70.0,All,,,7.5,7.5,False
NCT02348099,19.0,,All,,,,,False
NCT01890122,18.0,75.0,All,,,,,False
NCT05713058,18.0,75.0,All,,,,,False
NCT03003793,18.0,75.0,All,,30.0,,42.0,False
NCT01614262,18.0,70.0,All,45.0,,7.5,9.0,False
NCT05369793,25.0,65.0,All,40.0,,,,False
NCT06000813,18.0,,All,,,8.0,,True
NCT05290246,18.0,65.0,All,,,,,False
NCT00385697,8.0,35.0,All,,,,,False
NCT02474823,18.0,70.0,All,,,,,True
NCT03033433,20.0,70.0,All,,,7.0,9.0,False
NCT00044408,18.0,,All,,,,,False
NCT00044395,18.0,,All,,,,,False
NCT02697201,18.0,45.0,All,,25.0,,,True
NCT05597709,18.0,,All,,,,,True
NCT02626936,18.0,,All,,,,10.0,False
NCT05343767,18.0,65.0,All,40.0,18.5,6.5,,False
NCT02422446,30.0,75.0,All,,,,,False
NCT01425359,18.0,,All,,,,,False
NCT03784027,1.0,7.0,All,,,,11.0,True
NCT04181853,30.0,74.0,All,,,,,True
NCT02908152,30.0,65.0,All,,,,,False
NCT00369148,,,All,,,,,True
NCT00414986,18.0,,All,,,,,True
NCT02040025,18.0,,All,,,,,True
NCT02608177,18.0,,All,40.0,,,8.0,False
NCT06838416,18.0,,All,,,9.0,,False
NCT03344692,18.0,75.0,Male,,,,9.0,True
NCT03579615,18.0,,All,,,7.0,,False
NCT00417729,30.0,70.0,All,,,,,False
NCT00537251,18.0,65.0,All,,,,,False
NCT07274644,18.0,70.0,All,,,9.0,,False
NCT06727123,18.0,65.0,All,,,7.0,,True
NCT02977442,18.0,60.0,All,50.0,,,10.0,False
NCT05115682,45.0,68.0,All,,,,,True
NCT06925217,18.0,,All,,,,12.0,False
NCT06243536,18.0,65.0,All,28.0,,7.0,,False
NCT03804905,25.0,64.0,All,,,,,True
NCT04764968,18.0,,All,,,,70.0,False
NCT05145998,24.0,70.0,All,,,,10.0,False
NCT07002125,18.0,,All,,30.0,,,True
NCT01172093,18.0,75.0,All,,,,,False
NCT02048839,3.0,50.0,All,,,,,True
NCT07184775,18.0,,Female,,,,,True
NCT04228484,18.0,,All,,,,,False
NCT06337357,60.0,80.0,All,,,7.0,,True
NCT05691712,18.0,,All,,,7.0,,True
NCT05970237,19.0,,All,,,,,False
NCT06767748,18.0,,All,,,,,False
NCT02887677,18.0,75.0,All,,,,,False
NCT00005146,,100.0,Male,,,,,True
NCT05518448,18.0,69.0,All,,,,,True
NCT02129595,40.0,70.0,Male,,,6.5,,True
NCT04541797,40.0,90.0,All,,,6.5,,True
NCT00005193,,100.0,Male,,,,,True
NCT01785134,18.0,70.0,Female,,,,,True
NCT02509858,18.0,65.0,All,,,,,True
NCT02208921,,,All,,,,,False
NCT00031239,45.0,75.0,All,,,,,True
NCT06959043,45.0,70.0,All,,,,,True
NCT02505308,16.0,75.0,All,,,,,True
NCT01440140,18.0,65.0,All,,,,,True
NCT00005137,,,All,,,,,True
NCT01117311,35.0,75.0,All,,,,,True
NCT03260452,37.0,63.0,Male,27.0,35.0,,8.5,True
NCT07171281,18.0,75.0,All,,,6.5,,False
NCT01390480,6.0,60.0,All,,,,,False
NCT02312375,20.0,80.0,All,,,,8.5,False
NCT02245399,21.0,,All,27.0,,,,True
NCT05306990,18.0,,All,,,,,False
NCT02612675,20.0,75.0,All,,,,,True
NCT05167513,18.0,65.0,All,,,7.0,10.0,False
NCT00790517,18.0,,All,,,,,False
NCT03242252,18.0,,All,,,,,False
NCT05714852,50.0,75.0,All,,,,,True
NCT04201496,18.0,65.0,All,,,9.0,,False
NCT01904422,30.0,,All,,,7.0,,False
NCT04894344,18.0,40.0,All,,,,,False
NCT03224234,18.0,80.0,All,,,7.5,,False
NCT06486012,18.0,,All,,,,,True
NCT04042207,22.0,,All,,,,,False
NCT01679210,18.0,45.0,Female,,,,,True
NCT06880783,55.0,80.0,All,,,,7.0,True
NCT06098417,18.0,65.0,All,35.0,,,,True
NCT01859793,21.0,70.0,All,,,,,False
NCT03835923,18.0,,All,,,,,True
NCT00006305,25.0,,All,,,,,False
NCT05570734,18.0,,All,,,,,False
NCT01146314,8.0,11.0,All,,,,,True
NCT00233649,18.0,70.0,All,,,,,True
NCT05988346,18.0,75.0,All,,,,,True
NCT06131372,18.0,,All,,,,,False
NCT05998837,18.0,75.0,All,19.0,30.0,,,False
NCT00795860,18.0,45.0,Female,,,,,False
NCT00994513,18.0,60.0,All,25.0,,,,False
NCT02290860,18.0,45.0,Female,,,,,False
NCT05401708,20.0,,All,,,,,True
NCT01297946,18.0,65.0,All,,,,10.0,False
NCT01607190,35.0,100.0,All,,,11.0,,True
NCT07020377,18.0,,All,,,,,False
NCT04848480,18.0,,All,,,,,True
NCT02009514,18.0,,All,,,,,True
NCT04298970,30.0,75.0,All,,,43.0,,False
NCT00660075,18.0,65.0,Male,,,6.5,8.5,True
NCT06223490,35.0,45.0,Female,,,,,True
NCT03242018,18.0,,All,,,,,False
NCT04254029,21.0,75.0,All,,,,,True
NCT01654172,35.0,70.0,All,,,,,False
NCT04688359,18.0,75.0,All,30.0,,,,True
NCT01121471,18.0,70.0,Female,,,6.49,,True
NCT00417989,7.0,70.0,All,,,,,False
NCT03686722,18.0,55.0,Male,,,,,True
NCT03644004,18.0,,Female,,,,,False
NCT01636349,35.0,60.0,Male,,,,,True
NCT00036192,25.0,70.0,All,,,,,True
NCT07135440,18.0,80.0,All,,,,,True
NCT06457802,18.0,,All,,,,13.0,False
NCT00978263,30.0,70.0,All,,18.0,,,False
NCT00422253,18.0,50.0,All,25.0,,,,False
NCT07078565,40.0,80.0,All,,,,,True
NCT01629862,18.0,70.0,All,,,,,False
NCT01747967,6.0,60.0,All,,,,,True
NCT05782881,40.0,75.0,All,,,,,False
NCT00672386,18.0,70.0,All,25.0,45.0,,,True
NCT00913393,18.0,75.0,All,,,,,False
NCT02929901,30.0,65.0,All,,,,,False
NCT05926388,18.0,65.0,All,,,,,False
NCT06412536,18.0,,All,,,,,False
NCT00941954,18.0,,All,,,,,True
NCT06874725,45.0,,All,,,9.0,,False
NCT05611112,18.0,,All,,,,,True
NCT06724913,18.0,75.0,All,,,,,False
NCT00390728,18.0,,All,,,,,True
NCT04999124,18.0,80.0,All,,,,,True
NCT05027334,18.0,74.0,All,,,9.0,,False
NCT04259801,18.0,64.0,All,,,,,False
NCT00394407,18.0,70.0,Female,,,,,False
NCT01667614,40.0,80.0,All,,,,,True
NCT03470454,21.0,,All,,,,,True
NCT03455868,18.0,60.0,All,25.0,29.9,6.5,6.5,False
NCT01961622,18.0,,All,,,7.5,,False
NCT01982630,18.0,65.0,All,,,,,False
NCT04861324,18.0,45.0,Female,,,,,True
NCT04515992,45.0,65.0,All,,,,,True
NCT06288269,18.0,99.0,All,,,,,False
NCT00624767,18.0,65.0,All,,,,,True
NCT01838083,18.0,64.0,All,,,,,False
NCT03150199,18.0,,All,,,,,True
NCT06723028,15.0,18.0,Female,,,,,True
NCT04863755,65.0,80.0,All,40.0,,,,True
NCT00474838,25.0,70.0,All,,,,12.0,False
NCT00306072,18.0,75.0,All,,,,,False
NCT07063420,18.0,,All,,,,,False
NCT05631119,18.0,85.0,All,,,,,False
NCT03782259,18.0,,All,,,,,False
NCT06591104,18.0,,All,,,,,False
NCT04847856,18.0,65.0,All,,,,,True
NCT03430856,18.0,70.0,All,,,7.5,10.0,True
NCT00409240,18.0,85.0,All,,,,,False
NCT01766778,18.0,,All,,,,,False
NCT00486941,18.0,65.0,All,,,,,True
NCT01586442,18.0,,All,,,,,False
NCT03913793,20.0,70.0,All,,,,,True
NCT03101865,1.0,7.0,All,,,,11.0,True
NCT00722631,35.0,85.0,All,,,,,True
NCT06478173,40.0,70.0,All,,,,,False
NCT04445181,,,All,,,,,True
NCT07266220,18.0,,All,,,,,True
NCT06709040,,18.0,All,,,,,True
NCT06974422,60.0,70.0,All,,,,,True
NCT04128995,13.0,19.0,All,,,,,False
NCT01971125,45.0,,All,,,,,True
NCT02964572,19.0,85.0,All,,,6.5,,False
NCT01370707,20.0,69.0,All,,30.0,,,False
NCT01221467,12.0,18.0,All,,,,10.0,False
NCT04131049,14.0,18.0,All,,,,9.6,True
NCT03060538,18.0,75.0,All,25.0,,,,False
NCT03092063,18.0,,All,,,,,False
NCT01326533,18.0,85.0,All,,,,,False
NCT01251497,50.0,,All,,,,,True
NCT00021944,,100.0,All,,,,,True
NCT01403961,18.0,,All,,,,,False
NCT03417466,14.0,75.0,All,,,,,False
NCT02266576,21.0,,All,,,,,False
NCT00563004,18.0,,All,,,8.0,,False
NCT05140694,20.0,90.0,All,23.0,,5.7,6.4,True
NCT06716255,18.0,,All,,,,,False
NCT03029351,18.0,85.0,All,,,,,False
NCT06593314,,,All,,,,,True
NCT06931678,18.0,65.0,All,,,,,False
NCT01761318,18.0,69.0,All,25.0,,7.0,,False
NCT07095543,18.0,,All,,,,,False
NCT05550688,18.0,,All,,,,,True
NCT07152509,18.0,65.0,All,,,,,False
NCT00775216,18.0,75.0,All,,,,,True
NCT02229110,18.0,,All,,,,,True
NCT00214786,18.0,65.0,All,,,8.0,,False
NCT05136287,18.0,,All,30.0,,,,True
NCT04931030,40.0,75.0,All,,,7.0,10.5,False
NCT04853030,10.0,18.0,All,,,,11.0,True
NCT03525769,18.0,,All,,,,,False
NCT00970593,18.0,65.0,All,,,,,True
NCT05129345,18.0,,All,,,,,True
NCT06461377,18.0,70.0,All,,,,,False
NCT00600067,18.0,70.0,All,,,,,True
NCT00526513,18.0,65.0,All,,,7.0,,False
NCT07169786,18.0,90.0,All,,,,,False
NCT03447275,40.0,,All,,,,,False
NCT05104047,18.0,75.0,All,,,,,False
NCT01814748,18.0,44.0,All,,,,,False
NCT06340828,18.0,75.0,All,,,,,False
NCT06043245,18.0,60.0,All,45.0,,,,False
NCT04379427,18.0,100.0,All,,,,,False
NCT04268212,20.0,79.0,All,,,,,False
NCT07027995,18.0,,Female,,,,,False
NCT03044860,18.0,,All,35.0,,,,True
NCT02625649,18.0,60.0,All,,,,,True
NCT05053828,18.0,,All,,,,,True
NCT05681468,18.0,70.0,All,,,5.7,,False
NCT00295256,15.0,,Female,,,,,True
NCT01065909,65.0,,All,,,,,True
NCT06907862,18.0,,All,,,,,True
NCT02985099,30.0,55.0,All,,,,,False
NCT00872560,10.0,17.0,All,,,,,False
NCT02999867,30.0,65.0,All,,,,,False
NCT00114998,10.0,23.0,All,,,,,True
NCT01241474,40.0,69.0,All,,,,7.0,True
NCT03419195,30.0,55.0,All,,,5.7,,False
NCT06682481,12.0,16.0,All,,,,,True
NCT06977230,45.0,85.0,All,,,,,False
NCT03651622,19.0,30.0,All,,,,,False
NCT01042977,45.0,,All,,,,,True
NCT07096063,18.0,,All,25.0,,,,False
NCT02540642,30.0,70.0,All,,,,,False
NCT06035874,20.0,,All,40.0,,,,True
NCT05202067,18.0,60.0,All,,,,,True
NCT07083154,50.0,75.0,All,20.0,,,,False
NCT02001480,18.0,,All,,,,,False
NCT05189015,30.0,,All,,,,,False
NCT06602778,30.0,65.0,All,,,,,True
NCT04105608,18.0,,All,,,,,True
NCT04136730,21.0,,All,,,,,True
NCT06794892,18.0,65.0,All,40.0,,,,False
NCT05840250,18.0,,All,,,,,False
NCT00212914,,,Female,,,,,False
NCT06911983,30.0,65.0,All,,,,,False
NCT03936010,18.0,,All,,,,,True
NCT04180332,18.0,65.0,All,,,,,False
NCT00504712,18.0,,Male,,,,,True
NCT04189848,18.0,75.0,All,,,,,False
NCT01629277,12.0,18.0,All,,,8.0,12.0,False
NCT00803296,18.0,70.0,Male,,,,,True
NCT02033499,30.0,99.0,All,,,,,False
NCT02411253,6.0,35.0,All,35.0,,,,False
NCT03581266,18.0,40.0,Male,,,,,True
NCT02506582,20.0,70.0,All,,,,,False
NCT03552315,18.0,50.0,All,,,,,False
NCT06783504,18.0,60.0,All,,,,,False
NCT00136916,35.0,75.0,All,,,,,False
NCT04183257,25.0,50.0,All,,,,,False
NCT03544645,30.0,70.0,All,,,,,False
NCT02131701,30.0,70.0,All,,,,,True
NCT06884059,18.0,75.0,All,,,9.0,,False
NCT03037918,18.0,30.0,All,,,,,False
NCT03479671,18.0,44.0,All,,,5.7,,False
NCT06348251,18.0,,All,,,,,False
NCT03252964,65.0,,All,,,,,False
NCT06054126,18.0,90.0,All,,,,,True
NCT05504785,30.0,80.0,All,40.0,40.0,,,True
NCT00233259,30.0,75.0,Female,,,,,True
NCT04057677,60.0,80.0,All,40.0,,,,True
NCT03925519,45.0,70.0,All,,,,,True
NCT00810173,40.0,,All,,,,,True
NCT05166200,21.0,75.0,All,18.5,,,,False
NCT01447251,18.0,,All,,,,,False
NCT02655770,18.0,80.0,All,,,10.0,,False
NCT03829982,40.0,75.0,All,,,5.7,6.4,True
NCT01642394,18.0,80.0,All,,,,,True
NCT03787836,19.0,85.0,All,,,,,True
NCT00313313,18.0,77.0,All,,,,,False
NCT05404061,18.0,70.0,All,,,,,False
NCT05156736,35.0,65.0,All,,,,,False
NCT03315143,18.0,,All,,,,,True
NCT01768546,18.0,,All,,,,,False
NCT05925829,18.0,,All,,,,,False
NCT02436369,20.0,65.0,All,20.0,35.0,,,False
NCT00845182,18.0,65.0,All,,,7.0,,True
NCT06989697,60.0,,All,,,10.0,,True
NCT06242808,18.0,,All,,,,,True
NCT07237685,18.0,,All,,,,,True
NCT05913193,30.0,,All,,,,9.0,False
NCT04178603,25.0,40.0,Male,18.0,25.0,,,True
NCT00862602,18.0,99.0,Female,,,,,False
NCT00456352,20.0,60.0,All,23.0,34.0,,,False
NCT01637935,40.0,,All,,,,,True
NCT00419484,20.0,70.0,All,,,,,True
NCT06845202,18.0,75.0,All,,,,,True
NCT05896319,18.0,,All,,,,,True
NCT00642616,18.0,,All,,,6.5,,True
NCT03717233,18.0,,All,,,,,True
NCT06218342,20.0,70.0,All,,,,,False
NCT04066400,18.0,75.0,All,,,,,True
NCT00978627,18.0,,All,,,,,False
NCT06211556,30.0,70.0,All,,,48.0,,False
NCT01345500,18.0,,All,,,11.0,,False
NCT03371940,18.0,,All,,,,,True
NCT02303730,18.0,70.0,All,24.0,,,10.0,False
NCT06062069,18.0,,All,,,,,True
NCT07083336,18.0,,All,,,,,False
NCT03658655,45.0,65.0,All,,,,,False
NCT06533007,21.0,75.0,All,,,,,False
NCT01795248,18.0,,Female,,45.0,6.5,,False
NCT02360527,65.0,,All,,,,10.0,True
NCT04633941,18.0,65.0,All,,,,,False
NCT00413335,10.0,18.0,All,,,,,False
NCT02386020,25.0,45.0,All,,,,,False
NCT07219602,18.0,,All,,,10.0,,True
NCT00060918,30.0,80.0,All,,,,,True
NCT02432924,40.0,70.0,All,40.0,,,,False
NCT06762223,18.0,75.0,All,,,,,False
NCT01022645,18.0,45.0,Female,,,,,False
